8.54,8.39,2.83,-3.75,9.51,-2.09
1.94,0.96,-5.64,-8.47,1.62,5.24
-3.54,5.32,4.94,6.21,5.80,5.60
4.19,-6.78,-4.50,9.26,-0.05,-9.24
-6.61,9.05,5.19,6.21,-1.43,3.94
-5.73,2.68,2.96,-5.62,-2.91,-3.19
-2.11,2.66,-1.96,1.58,5.64,-1.83
0.18,-5.85,-3.98,7.77,-5.81,8.64
7.90,-8.94,-7.45,-6.04,-4.18,0.70
8.48,-3.39,1.50,7.73,0.11,8.51
-9.54,-8.09,-0.53,-0.20,-6.48,-3.04
6.58,-3.36,-6.58,-9.05,8.53,4.07
-3.65,-8.44,3.50,-6.25,8.52,-3.58
9.86,-3.15,-2.30,-1.59,0.21,1.80
-0.15,5.99,0.45,-2.86,-9.41,8.47
-6.13,-0.68,1.84,6.39,-9.87,5.50
3.34,6.75,-0.56,-8.61,9.23,3.40
-8.48,-5.96,9.60,2.31,-0.28,-0.34
7.07,-8.11,-9.94,-3.56,-1.67,-1.71
-4.70,-7.64,0.72,5.76,-6.00,-2.04
3.79,1.89,-5.42,-5.76,5.85,8.00
4.40,5.40,-4.45,-5.63,3.79,-3.34
-1.55,0.64,5.14,-2.88,8.53,1.06
-3.04,7.51,4.81,-5.20,-7.08,-6.94
-7.09,1.32,5.94,1.26,-8.44,0.63
7.23,4.71,4.21,-1.38,-9.62,8.92
-4.40,-2.63,0.39,5.13,-6.72,-9.54
7.75,8.09,-5.81,3.30,7.52,-1.07
-3.76,-1.58,3.35,-7.08,-5.14,5.78
-3.43,-7.69,4.56,-1.87,0.25,4.13
5.48,-8.77,-1.72,3.00,-5.00,9.28
9.38,-1.02,4.23,-4.88,-3.78,-9.69
-0.36,5.64,-0.55,1.31,9.58,-8.00
-3.22,5.11,-4.13,5.03,7.00,-8.47
-9.66,5.47,-0.88,-0.17,-3.59,-0.67
6.37,-3.41,-4.37,-1.81,5.27,-1.53
-0.74,4.49,-0.28,0.03,4.85,1.89
-9.97,6.58,-2.24,-9.48,7.02,-8.07
-2.24,7.36,-8.96,1.27,-9.45,-8.50
-3.95,-1.06,4.39,-5.53,-1.28,1.24
-8.41,-4.45,-7.58,-5.72,-4.89,2.12
6.33,-3.27,0.13,-5.12,9.52,7.71
-9.40,-1.71,-0.06,-0.46,-9.23,-4.25
-1.42,-4.42,-8.17,-9.98,8.43,-6.95
3.40,8.47,-1.37,-9.20,-9.88,-6.58
-6.53,2.17,-6.79,-2.57,6.51,-7.19
-2.94,3.65,-0.41,3.42,0.74,-8.92
6.90,-2.36,-5.41,4.94,4.08,-5.16
1.80,-8.07,2.25,7.90,4.94,0.59
7.07,6.05,-2.46,6.56,2.84,2.71
0.65,2.94,1.52,8.24,4.42,-4.42
-3.21,7.81,-5.40,3.41,3.16,4.15
4.20,3.71,-0.02,5.45,9.95,2.48
0.56,-1.91,-6.04,9.71,6.15,4.49
-9.81,-0.31,5.10,5.92,-3.90,-3.62
-3.17,-9.68,9.13,3.65,0.97,5.08
8.32,0.63,-8.64,-5.10,0.86,2.02
-4.83,4.56,-6.36,3.40,-3.10,6.76
9.81,-8.47,7.51,-5.08,-9.62,-0.31
-1.57,0.99,0.73,7.97,0.63,-1.72
2.20,8.58,8.72,9.24,8.66,-3.81
9.96,-1.69,8.05,3.21,-1.64,9.71
8.96,0.11,-6.25,-9.73,-7.82,0.76
5.78,-2.80,7.30,-7.29,3.07,-9.05
-5.80,-7.49,7.19,-6.98,9.67,6.03
-8.21,8.74,-1.03,-6.23,6.62,-4.91
-7.63,1.17,6.61,-6.44,6.72,-6.07
5.92,7.87,-7.98,-1.69,-2.98,6.90
2.96,6.44,-5.26,-7.62,-4.47,6.65
5.34,-8.18,8.52,-1.20,0.57,-3.79
-9.86,-5.49,-3.29,2.94,9.54,2.58
-1.33,3.52,-6.60,-0.77,9.04,-3.56
7.48,3.43,2.15,5.00,3.17,-2.77
3.11,0.07,9.10,-8.96,-8.09,7.95
7.63,-6.02,-7.53,3.13,-3.52,9.17
6.68,6.19,-4.74,-5.97,-6.50,6.50
-2.97,5.63,-7.01,-9.87,4.86,-9.02
-4.61,-7.40,-6.57,2.33,-4.82,-3.28
-4.46,-2.50,-9.86,-4.58,-6.29,5.20
5.42,-0.49,-3.27,-4.69,2.57,-9.47
1.21,-5.75,-6.34,-1.43,-1.84,5.21
0.30,5.04,4.55,-6.45,-2.29,-9.45
-0.12,-2.95,3.77,7.64,7.71,1.25
-6.86,-1.33,2.25,-0.25,-3.76,-1.43
-0.06,-0.46,3.38,2.70,-4.05,-8.72
-6.23,-0.37,5.82,4.67,9.63,8.98
-8.04,8.69,-4.77,4.20,-4.75,-3.03
0.94,0.41,-8.42,-1.93,-7.68,7.20
-6.56,-9.18,4.15,6.45,-3.57,4.60
-0.47,-4.86,-9.11,4.68,-6.08,-6.86
-1.58,2.51,4.19,-3.94,-6.55,-8.95
2.72,-6.95,9.79,5.08,-3.58,9.59
-7.76,6.50,-9.18,-4.67,-6.90,-5.34
-0.85,-3.09,-6.26,1.67,-3.66,-4.29
-8.80,-7.32,-1.86,-9.24,9.70,-8.75
5.17,6.45,-2.74,9.62,-8.04,5.44
7.21,4.02,1.04,6.40,4.78,-4.99
1.98,6.84,-1.34,-7.23,-4.52,-9.05
-2.45,7.45,2.39,2.38,-8.26,4.41
-2.17,2.06,-0.32,4.62,-9.81,-8.95
-0.51,9.89,5.26,-1.73,5.60,-6.76
-4.80,-6.59,-9.76,-5.80,-7.27,4.66
-9.96,-0.90,-9.95,1.58,-2.39,6.42
3.02,2.88,-1.94,-2.94,0.17,9.24
-9.43,9.69,-3.26,1.14,-5.00,1.03
-6.19,1.63,3.39,-8.80,2.30,4.21
-3.44,-6.01,-7.95,5.57,5.65,-7.79
5.90,3.45,-1.29,-2.02,-1.25,-0.58
-7.77,-1.95,1.59,6.74,7.75,4.11
-9.39,3.12,-6.65,8.10,1.21,8.55
-9.71,2.54,7.12,8.15,4.52,5.81
4.42,-0.09,3.27,-7.50,0.61,7.57
-3.42,8.69,8.69,-1.60,3.90,-7.72
6.20,6.01,5.65,-1.69,-0.69,-1.83
-0.25,9.24,-8.17,9.64,3.21,-9.70
-0.64,-0.06,-1.33,9.78,8.25,-3.79
6.01,4.36,-0.24,0.98,-1.15,9.40
-0.97,5.02,6.14,-5.74,9.22,5.13
-1.25,2.62,-9.46,6.95,0.99,-2.20
4.29,-7.21,7.19,-6.94,1.97,-5.58
3.26,6.89,-0.70,-9.08,-6.73,3.38
-4.68,-8.56,-9.02,-2.54,-3.58,3.05
-3.58,5.30,5.42,3.55,-2.53,-0.47
-4.38,-0.74,-3.62,9.63,9.88,7.88
1.37,7.17,4.67,6.22,3.19,-3.80
-0.86,3.10,-3.36,8.51,9.18,-2.88
7.21,3.95,6.46,-0.53,2.55,-4.25
2.55,1.75,9.12,0.84,-2.09,8.78
-6.32,-4.85,-4.00,-3.57,9.91,-6.08
2.35,-5.59,9.92,-2.97,8.57,-5.91
0.87,-0.71,1.48,1.30,6.47,5.78
-2.90,-5.84,-6.39,-7.88,-0.21,5.92
3.86,9.84,6.25,-7.31,-9.93,-3.36
-5.38,6.34,-2.09,-8.28,-1.50,-7.74
-7.54,-3.87,6.07,-7.81,9.76,-1.99
4.12,-7.98,-6.64,2.95,7.09,-5.37
-4.12,9.32,-8.80,-2.32,5.61,8.52
-6.56,-3.58,-1.98,-9.64,-4.33,-8.48
-7.62,-6.68,-6.32,1.86,-6.73,-0.11
-8.76,2.37,-2.82,-3.12,-0.83,6.82
4.03,0.73,-0.57,-4.36,-6.22,7.81
-5.87,8.73,7.98,9.76,-0.39,3.29
-3.69,-6.22,5.53,-3.41,8.17,7.94
-1.08,-6.16,9.20,-8.49,-6.79,0.96
2.90,-9.74,2.34,2.39,-2.84,-3.21
-0.22,3.94,-4.17,-4.19,2.64,0.58
-4.73,-5.51,0.69,9.23,5.91,-2.28
-9.56,6.62,-1.13,8.51,-5.81,-7.94
-2.58,-6.81,4.13,-4.71,-6.37,-8.17
-8.66,9.26,9.92,-6.53,-0.07,7.94
5.56,-3.50,6.02,9.17,8.31,-6.10
1.88,2.45,-9.06,3.61,4.92,1.74
-7.20,3.84,-8.18,3.29,6.38,-6.66
-2.46,8.46,8.90,-3.25,-0.59,-8.50
-1.18,-5.09,6.20,-7.62,-2.56,0.15
-7.87,-5.36,-4.52,-3.38,-3.99,8.13
4.58,5.60,5.25,-3.11,-6.08,-4.19
4.94,-8.11,-8.25,-1.27,-8.12,8.94
-8.01,8.90,-6.29,-8.60,5.74,9.25
-7.09,-1.93,-2.13,1.38,-4.10,-4.03
8.61,0.91,7.08,-1.87,0.05,-2.22
7.89,6.46,7.77,1.54,0.90,-0.49
-2.67,-8.30,-1.14,5.31,5.91,-6.98
-1.26,-0.82,8.81,-4.18,0.82,6.52
-8.94,1.30,-7.26,-9.35,3.93,-8.15
-1.42,5.63,6.54,6.38,-7.12,-5.97
-7.59,0.60,-0.23,9.77,1.00,-7.65
-3.05,5.95,-5.70,-8.09,4.82,7.62
-1.61,-2.67,0.53,9.63,9.98,-5.29
-3.00,-0.57,7.98,3.53,7.03,4.86
-9.90,6.96,-7.64,6.99,-5.65,7.19
-2.32,-2.05,5.66,5.71,9.77,3.69
7.40,8.65,1.51,-8.17,-2.04,-2.93
0.94,4.45,-7.68,2.29,5.37,-4.06
8.61,6.20,0.37,-4.24,-0.36,6.56
3.90,-3.69,9.52,7.33,-4.64,5.69
-4.82,-6.04,9.59,5.54,-7.05,-6.26
-3.96,-6.15,-9.91,1.08,2.72,-7.23
1.43,7.80,5.35,1.42,-9.17,-1.47
1.38,-6.29,-2.17,-9.08,9.05,1.15
9.15,1.03,-8.52,0.64,-4.68,-6.42
5.70,7.34,-7.85,-2.68,-3.26,-7.59
7.38,5.31,-3.32,5.86,-7.79,0.24
8.70,4.40,-2.17,4.73,-3.83,4.15
-2.96,-3.33,-3.30,-1.42,-9.24,9.50
1.18,1.20,-0.35,-2.45,-2.11,-6.52
0.61,6.34,1.53,-2.43,8.38,7.89
7.26,-5.82,2.10,1.05,9.83,5.37
-3.13,-3.23,7.58,2.34,0.29,8.48
-8.47,-1.72,-5.93,7.33,-0.56,6.17
0.54,2.55,-5.12,1.56,-5.75,6.75
-8.73,-9.56,-1.48,6.23,0.95,2.00
7.00,-3.70,9.26,6.49,-9.78,1.57
-6.39,-2.02,7.19,1.30,7.47,2.22
1.94,-0.33,9.55,9.43,5.05,1.14
-2.26,-7.90,0.28,-9.30,8.27,7.83
-3.92,-0.74,-0.28,7.14,2.18,-6.12
2.09,6.26,-8.88,-6.83,-9.12,4.95
4.87,7.51,6.14,9.33,6.31,4.45
-3.48,-0.34,-4.11,-1.06,8.35,3.21
-6.89,8.72,-0.29,-8.00,3.12,-5.42
-0.52,5.66,8.27,5.70,-8.62,-0.77
4.71,9.92,3.09,-4.02,3.89,9.12
0.24,5.20,-0.83,-0.51,5.55,5.03
-2.65,-3.17,2.83,-9.70,-4.72,6.90
6.06,5.26,1.37,0.71,-6.51,1.50
2.17,-5.18,6.63,0.66,-6.05,-3.31
-5.62,2.32,-0.76,-5.03,2.05,-3.23
8.42,-5.21,5.46,2.85,6.25,-1.86
9.97,-9.27,3.44,9.09,-5.46,9.74
-6.77,4.19,0.81,1.21,-7.05,7.71
7.19,-3.79,-9.44,-7.97,7.84,-1.55
-3.78,2.86,-3.17,-7.97,-1.11,9.64
-2.88,-5.73,7.84,0.80,-5.32,-6.46
-0.77,4.07,-2.48,-7.97,7.69,-8.16
-0.24,-6.37,2.87,-8.58,-9.27,-3.33
-9.02,0.37,8.94,-8.23,1.41,6.84
1.25,4.67,-1.77,-5.16,6.86,3.99
-3.21,-5.42,6.41,-5.90,5.27,-2.24
-4.00,-7.12,-8.76,-2.08,6.32,-5.43
-6.76,-4.29,6.64,-2.42,-2.69,9.22
-6.08,-2.73,-1.41,9.30,6.87,3.80
7.86,-0.12,4.98,4.94,3.10,3.26
-7.39,-6.17,6.06,-9.60,8.04,1.88
3.84,-3.68,-2.43,-3.50,-4.59,0.31
-5.50,3.97,3.20,-8.68,3.28,-2.79
9.69,-1.79,8.53,8.64,-1.10,5.14
9.10,7.93,3.02,-8.22,-2.85,4.88
-6.05,-1.28,2.18,-2.83,-0.17,-2.27
0.16,3.24,6.67,7.08,7.50,0.03
4.85,-8.13,0.19,5.85,0.71,9.30
-2.18,8.16,-6.87,-0.97,-7.32,-3.60
-4.97,-1.51,3.76,-0.23,0.03,3.15
-4.12,-9.89,-6.10,-8.13,3.72,9.64
-8.78,-2.80,0.87,3.81,-3.11,0.69
-6.09,-0.90,-7.31,-6.79,1.50,5.85
8.89,0.27,-1.62,6.05,0.75,-7.70
4.48,6.17,-9.88,0.00,-1.03,-5.04
-8.00,-5.37,-0.69,6.27,6.08,-6.68
5.34,6.86,-6.64,9.42,8.30,9.20
-2.38,7.75,4.95,9.32,-7.93,4.97
-3.43,9.58,-9.14,-5.14,-6.91,6.51
5.68,-1.36,2.08,3.59,7.28,0.28
2.86,9.12,-7.94,6.83,5.56,-1.02
-6.38,-6.29,-4.84,4.45,-0.64,-4.97
0.58,5.05,-8.01,-1.10,8.72,6.32
-3.90,7.77,3.53,2.67,9.76,3.69
-9.93,5.15,1.05,-1.33,3.58,-5.72
9.64,9.96,3.55,-2.12,-6.67,0.38
-7.25,-6.14,-0.35,3.65,1.32,-1.96
2.37,-5.36,-4.16,-3.02,3.12,4.77
-6.64,5.74,-2.10,2.24,0.48,-9.25
8.69,-2.61,-2.56,-2.40,-0.03,-6.98
7.12,3.85,0.32,-0.34,9.16,-3.15
8.95,-4.09,-1.00,-3.46,7.28,-6.24
-8.06,3.27,-4.50,8.89,-7.81,-9.39
-5.86,-4.03,6.98,3.18,-9.39,8.99
5.57,-0.57,-9.20,6.59,3.33,-0.51
-4.41,2.32,-9.18,-2.05,2.46,0.01
7.83,1.67,-7.97,-5.95,2.45,-7.36
-0.36,-5.31,-4.86,-4.26,-8.13,-1.60
7.77,-8.43,8.17,3.13,-2.28,-5.72
7.35,8.66,-3.09,-5.64,-0.81,1.90
-4.13,6.45,1.01,7.19,-7.19,2.18
-0.83,1.64,7.67,7.96,-4.30,-4.59
1.22,7.79,-0.15,-2.95,-0.96,-8.92
4.62,3.79,0.70,5.48,8.34,-3.12
-6.30,-5.34,1.24,1.87,-7.37,1.14
-2.99,-6.04,3.18,-5.91,9.36,8.26
-8.79,2.18,-6.42,-4.83,-3.18,-8.66
-6.91,0.62,-6.58,7.61,-8.95,-8.54
-8.22,4.93,6.87,5.69,9.10,-2.02
-2.23,7.84,3.04,-0.05,5.41,9.25
-9.14,5.41,7.37,-6.62,-6.62,-1.95
-6.22,6.15,4.14,3.58,8.81,-8.78
3.39,7.45,-2.68,-9.68,-2.80,-2.27
-3.64,8.55,1.48,-7.09,-8.27,4.72
-8.90,-5.32,-0.41,6.64,-6.12,5.77
-7.02,-8.59,9.71,-7.22,-6.60,-9.20
-5.39,-6.05,7.37,1.49,9.73,-8.02
8.00,0.42,-4.48,-8.11,1.52,5.11
-9.33,3.77,-1.10,-1.05,-3.74,-9.37
-7.66,1.52,4.82,1.20,-3.08,3.90
-5.68,7.75,-2.92,8.99,7.32,8.90
-1.77,-3.17,-5.02,-2.59,3.28,-5.11
6.12,-6.96,-5.74,-6.60,1.32,0.31
-1.19,5.63,-8.05,-8.64,1.79,-6.72
4.25,-6.27,1.83,-3.31,8.39,3.18
-7.11,-9.76,-7.49,1.52,-9.16,2.61
1.81,-0.63,4.97,2.11,2.62,4.06
-5.37,7.00,-8.59,-7.65,-9.28,0.77
8.92,8.32,2.31,-7.49,-0.82,6.13
8.16,2.16,-6.42,-2.16,-6.69,-9.12
-0.06,6.24,-9.37,-3.70,-3.44,2.68
7.37,-7.10,-8.69,9.83,-3.24,-2.74
5.65,9.52,-5.47,-1.58,3.74,-4.44
0.51,-6.83,6.45,-8.45,5.15,6.36
-9.53,-6.31,1.14,-3.77,-7.64,-1.44
-0.08,4.70,-2.42,-3.99,-6.75,-7.30
-5.40,6.89,-0.20,0.47,-6.07,5.90
-3.29,-7.10,-7.79,9.42,-3.88,9.79
1.23,8.29,6.74,1.22,2.03,5.63
0.46,7.82,3.96,-0.33,3.86,6.10
8.72,-8.46,-5.23,-1.22,-0.55,-1.90
3.88,-9.94,-5.25,9.74,1.27,5.96
7.81,-6.80,7.96,-0.34,-9.59,-0.62
-7.49,1.73,2.00,-3.84,-7.45,-4.46
3.79,6.18,1.36,-2.50,-2.24,9.70
-0.58,2.40,-9.21,-7.60,-9.01,-6.26
3.66,-1.85,5.65,-1.00,5.15,6.88
4.89,9.99,-8.93,-2.63,-6.37,8.16
8.38,-4.96,-3.16,-5.13,4.19,4.79
1.07,6.76,-0.15,8.82,0.98,-3.97
-9.99,9.41,-9.03,-4.24,6.70,-3.25
1.71,-9.79,8.35,1.78,1.69,-9.84
-6.09,-6.07,3.78,-6.81,1.84,4.02
-3.16,9.03,-5.75,-8.00,2.24,9.83
5.91,-0.18,-4.60,5.51,-1.67,9.18
-7.56,4.05,-1.17,4.41,1.63,-3.20
4.56,0.24,0.06,8.81,-8.36,-5.39
-4.89,-5.85,9.15,6.51,-8.92,-3.82
-1.77,-1.22,0.73,-7.11,-3.86,5.91
1.81,7.24,5.30,6.86,-1.31,2.41
7.37,2.88,8.86,2.16,2.33,0.33
